Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2021/04/06 17:49:30.76,0.2,40.8340,14.1445,0.17,Revisionato
2021/04/07 00:02:45.86,0.9,40.8273,14.1417,2.58,Revisionato
2021/04/07 00:05:21.99,0.2,40.8272,14.1490,2.56,Revisionato
2021/04/07 00:05:48.97,0.6,40.8250,14.1375,1.53,Revisionato
2021/04/07 00:05:48.97,0.1,40.8250,14.1375,1.53,Revisionato
2021/04/07 00:19:19.50,0.1,40.8275,14.1425,1.07,Revisionato
2021/04/07 00:50:3.34,0.5,40.8272,14.1382,2.26,Revisionato
2021/04/07 01:17:20.04,0.6,40.8297,14.1447,2.17,Revisionato
2021/04/07 01:22:3.05,-0.1,40.8292,14.1432,1.87,Revisionato
2021/04/07 02:00:59.19,0.5,40.8282,14.1495,2.15,Revisionato
2021/04/07 02:02:20.07,0.2,40.8288,14.1418,1.75,Revisionato
2021/04/07 02:08:24.02,-0.3,40.8288,14.1447,1.93,Revisionato
2021/04/07 02:08:45.92,1.9,40.8287,14.1502,2.25,Revisionato
2021/04/07 02:11:50.51,0.4,40.8287,14.1470,1.76,Revisionato
2021/04/07 04:55:4.73,0.4,40.8435,14.1418,2.25,Revisionato
2021/04/08 09:10:47.18,1.1,40.8298,14.1203,2.31,Revisionato
2021/04/08 10:31:41.25,0.4,40.8245,14.1517,1.43,Revisionato
2021/04/09 00:54:35.31,0.1,40.8217,14.1842,2.77,Revisionato
2021/04/09 06:00:4.48,0.1,40.8242,14.1423,1.19,Revisionato
2021/04/09 06:38:53.45,-0.1,40.8262,14.1423,1.35,Revisionato
2021/04/10 11:52:27.30,-0.1,40.8293,14.1402,2.80,Revisionato
2021/04/11 04:16:7.26,-0.3,40.8228,14.1310,1.50,Revisionato
2021/04/11 23:05:17.51,-0.5,40.8288,14.1402,1.22,Revisionato
2021/04/11 23:59:47.82,-0.8,40.8278,14.1402,0.90,Revisionato
2021/04/13 20:36:42.96,0.2,40.8293,14.1385,0.90,Revisionato
2021/04/14 02:04:44.23,-0.1,40.8112,14.1428,2.84,Revisionato
2021/04/15 05:04:5.62,0.2,40.8420,14.1363,1.39,Revisionato
2021/04/16 05:06:22.52,0.1,40.8075,14.1150,2.79,Revisionato
2021/04/18 14:52:53.49,-0.5,40.8292,14.1375,1.76,Revisionato
2021/04/19 05:36:23.76,0.1,40.8270,14.1250,1.61,Revisionato
2021/04/19 05:38:18.82,0.1,40.8253,14.1258,1.16,Revisionato
2021/04/19 05:49:50.40,0.1,40.8252,14.1268,2.57,Revisionato
2021/04/19 08:27:30.84,0.4,40.8252,14.1322,2.55,Revisionato
2021/04/19 18:51:4.83,-0.3,40.8308,14.1418,1.37,Revisionato
2021/04/20 06:34:0.01,-0.3,40.8337,14.1380,1.79,Revisionato
2021/04/20 15:01:31.30,0.6,40.8065,14.1408,2.63,Revisionato
2021/04/21 05:44:4.46,0.1,40.8178,14.1352,0.97,Revisionato
2021/04/21 12:54:6.60,-0.3,40.8257,14.1428,0.82,Revisionato
2021/04/21 12:57:15.59,-0.1,40.8265,14.1417,0.78,Revisionato
2021/04/21 23:12:34.00,-0.5,40.8198,14.1390,1.73,Revisionato
2021/04/22 00:24:4.24,0.2,40.8217,14.1355,1.12,Revisionato
2021/04/22 06:13:0.84,-0.3,40.8238,14.1327,1.70,Revisionato
2021/04/22 12:18:59.03,0.6,40.8252,14.1335,1.64,Revisionato
2021/04/22 12:22:14.32,0.2,40.8240,14.1203,1.56,Revisionato
2021/04/22 12:23:54.71,0.4,40.8228,14.1213,1.37,Revisionato
2021/04/22 22:36:13.21,0.5,40.8203,14.1345,1.33,Revisionato
2021/04/22 22:42:30.06,0.2,40.8190,14.1350,1.27,Revisionato
2021/04/23 01:53:17.43,0.1,40.8265,14.1203,0.86,Revisionato
2021/04/23 06:32:51.23,0.1,40.8237,14.1405,1.54,Revisionato
2021/04/23 23:36:18.00,-0.1,40.8203,14.1490,2.33,Revisionato
2021/04/24 13:44:48.34,-0.5,40.8238,14.1402,1.95,Revisionato
2021/04/24 14:08:14.55,-0.8,40.8310,14.1358,1.65,Revisionato
2021/04/24 15:41:50.55,0.8,40.7983,14.1165,2.83,Revisionato
2021/04/24 16:09:21.90,-0.5,40.8258,14.1423,1.61,Revisionato
2021/04/24 18:34:53.93,-0.1,40.8243,14.1492,1.03,Revisionato
2021/04/24 21:57:4.77,0.1,40.8410,14.1347,0.95,Revisionato
2021/04/25 00:40:9.36,0.2,40.8435,14.1307,1.13,Revisionato
2021/04/25 08:34:26.89,0.2,40.8285,14.1345,1.74,Revisionato
2021/04/25 14:24:30.30,-0.5,40.8238,14.1423,1.77,Revisionato
2021/04/26 21:26:25.44,0.1,40.8125,14.1370,2.50,Revisionato
2021/04/27 00:26:47.37,0.1,40.8315,14.1335,2.60,Revisionato
2021/04/27 02:17:13.14,0.1,40.8297,14.1355,1.70,Revisionato
2021/04/27 08:07:26.43,0.1,40.8240,14.1407,1.36,Revisionato
2021/04/27 17:17:43.35,0.2,40.8217,14.1372,1.79,Revisionato
2021/04/27 17:18:13.55,0.6,40.8217,14.1377,1.54,Revisionato
2021/04/27 18:16:48.80,-0.8,40.8257,14.1377,0.99,Revisionato
2021/04/27 18:21:19.45,-0.1,40.8270,14.1408,0.98,Revisionato
2021/04/27 20:53:36.48,-0.1,40.8212,14.1380,1.25,Revisionato
2021/04/28 00:28:51.35,0.1,40.8268,14.1378,1.85,Revisionato
2021/04/28 16:09:12.35,-0.3,40.8302,14.1402,1.21,Revisionato
2021/04/28 16:13:52.89,-0.5,40.8315,14.1402,1.02,Revisionato
2021/04/28 16:49:6.30,-0.3,40.8203,14.1443,2.13,Revisionato
2021/04/29 02:37:27.65,0.5,40.8263,14.1228,1.91,Revisionato
2021/04/29 02:38:36.29,0.4,40.8253,14.1262,1.90,Revisionato
2021/04/29 02:39:9.11,-0.1,40.8253,14.1258,1.55,Revisionato
2021/04/29 02:40:18.86,0.9,40.8235,14.1262,1.62,Revisionato
2021/04/29 02:57:39.94,1.4,40.8255,14.1280,2.21,Revisionato
2021/04/29 22:38:8.36,1.0,40.8210,14.1380,0.91,Revisionato
2021/04/30 20:27:22.74,-0.1,40.8293,14.1498,1.01,Revisionato
2021/04/30 20:34:19.05,0.8,40.8273,14.1487,1.00,Revisionato
2021/04/30 22:57:7.28,-0.5,40.8283,14.1393,1.51,Revisionato
2021/05/01 15:25:5.22,0.5,40.8300,14.1358,2.63,Revisionato
2021/05/01 18:15:50.34,0.4,40.8288,14.1417,1.20,Revisionato
2021/05/02 19:44:59.75,0.2,40.8282,14.1388,1.03,Revisionato
2021/05/03 06:34:24.82,0.7,40.8313,14.1442,1.53,Revisionato
2021/05/04 02:27:8.27,-0.5,40.8313,14.1380,1.88,Revisionato
2021/05/04 02:42:6.66,-0.1,40.8282,14.1445,2.02,Revisionato
2021/05/04 02:42:12.62,-0.3,40.8287,14.1445,1.86,Revisionato
2021/05/04 12:28:11.89,-0.5,40.8217,14.1353,1.12,Revisionato
2021/05/05 00:17:47.04,-0.8,40.8247,14.1402,1.06,Revisionato
2021/05/05 05:34:44.67,0.8,40.8315,14.1167,1.97,Revisionato
2021/05/05 07:04:29.89,-0.8,40.8272,14.1460,1.66,Revisionato
2021/05/05 07:08:6.63,2.0,40.8263,14.1433,2.27,Revisionato
2021/05/05 07:13:20.65,-0.8,40.8245,14.1438,0.99,Revisionato
2021/05/05 07:13:43.61,-0.5,40.8247,14.1447,1.26,Revisionato
2021/05/05 22:21:59.07,-0.3,40.8297,14.1402,1.47,Revisionato
2021/05/05 22:30:16.51,-0.3,40.8280,14.1415,1.72,Revisionato
2021/05/05 22:35:25.70,0.1,40.8282,14.1493,1.91,Revisionato
2021/05/06 04:16:14.50,0.1,40.8285,14.1387,1.83,Revisionato
2021/05/06 15:35:15.03,-0.1,40.8297,14.1420,1.56,Revisionato
2021/05/06 16:32:28.30,0.4,40.8217,14.1320,1.15,Revisionato
2021/05/06 16:35:42.65,0.6,40.8215,14.1327,2.02,Revisionato
2021/05/06 16:36:9.80,0.6,40.8215,14.1317,1.39,Revisionato
2021/05/06 17:13:15.28,0.9,40.8245,14.1322,1.72,Revisionato
2021/05/06 17:21:58.86,0.4,40.8217,14.1320,1.13,Revisionato
2021/05/06 20:27:27.01,0.5,40.8228,14.1295,1.59,Revisionato
2021/05/06 20:27:37.43,0.1,40.8213,14.1323,1.48,Revisionato
2021/05/06 20:29:20.75,-0.1,40.8210,14.1323,2.06,Revisionato
2021/05/06 21:34:54.35,0.2,40.8235,14.1365,2.52,Revisionato
2021/05/06 21:41:47.99,-0.5,40.8307,14.1410,1.20,Revisionato
2021/05/06 21:50:44.74,-0.1,40.8228,14.1287,1.81,Revisionato
2021/05/07 00:50:19.53,0.4,40.8315,14.1402,1.20,Revisionato
2021/05/07 04:16:1.78,-0.1,40.8262,14.1402,1.34,Revisionato
2021/05/07 16:41:38.15,0.1,40.8218,14.1318,1.08,Revisionato
2021/05/07 17:26:36.83,0.9,40.8237,14.1318,2.16,Revisionato
2021/05/09 01:01:38.34,-0.5,40.8322,14.1203,1.91,Revisionato
2021/05/09 01:59:20.65,0.6,40.8215,14.1305,1.70,Revisionato
2021/05/09 12:39:52.87,0.1,40.8402,14.1350,1.30,Revisionato
2021/05/09 13:45:2.37,-0.3,40.8213,14.1478,1.33,Revisionato
2021/05/09 14:50:16.18,-0.1,40.8228,14.1327,1.82,Revisionato
2021/05/10 00:44:8.35,-0.5,40.8290,14.1353,1.64,Revisionato
2021/05/11 03:27:10.26,-0.5,40.8267,14.1378,1.12,Revisionato
2021/05/11 03:46:59.55,-0.3,40.8295,14.1402,0.88,Revisionato
2021/05/11 06:50:27.82,-0.5,40.8422,14.1313,0.99,Revisionato
2021/05/11 14:43:15.22,0.4,40.8227,14.1350,1.85,Revisionato
2021/05/11 14:47:11.97,0.5,40.8228,14.1362,1.92,Revisionato
2021/05/11 20:43:40.80,0.1,40.8217,14.1347,1.12,Revisionato
2021/05/12 00:34:37.85,0.1,40.8288,14.1227,1.92,Revisionato
2021/05/12 06:23:19.17,0.2,40.8288,14.1402,1.21,Revisionato
2021/05/12 06:29:9.38,-0.5,40.8300,14.1402,1.41,Revisionato
2021/05/12 06:29:45.22,-0.5,40.8303,14.1388,1.43,Revisionato
2021/05/12 10:38:12.00,0.1,40.8295,14.1402,1.82,Revisionato
2021/05/12 11:20:3.20,-0.3,40.8313,14.1442,1.79,Revisionato
2021/05/12 13:57:29.18,-0.1,40.8217,14.1313,0.98,Revisionato
2021/05/12 13:57:43.84,0.4,40.8250,14.1435,0.95,Revisionato
2021/05/12 20:59:59.34,0.7,40.8420,14.1340,1.33,Revisionato
2021/05/12 21:00:59.29,0.4,40.8450,14.1352,1.27,Revisionato
2021/05/12 21:01:16.69,0.1,40.8420,14.1347,1.21,Revisionato
2021/05/12 21:06:50.87,0.1,40.8407,14.1357,1.05,Revisionato
2021/05/12 23:55:29.42,-0.1,40.8240,14.1332,1.17,Revisionato
2021/05/13 02:24:22.76,0.2,40.8420,14.1378,1.23,Revisionato
2021/05/13 06:27:25.57,0.7,40.8208,14.1337,0.85,Revisionato
2021/05/13 11:41:2.75,0.6,40.8113,14.1138,2.84,Revisionato
2021/05/13 19:18:11.04,-0.5,40.8268,14.1388,1.01,Revisionato
2021/05/14 06:37:26.35,0.6,40.8268,14.1380,1.93,Revisionato
2021/05/15 03:28:30.45,-0.3,40.8252,14.1388,1.03,Revisionato
2021/05/15 05:58:11.74,0.1,40.8327,14.1480,1.55,Revisionato
2021/05/16 03:19:54.94,-0.5,40.8405,14.1395,0.49,Revisionato
2021/05/16 03:53:48.88,-0.3,40.8425,14.1408,1.19,Revisionato
2021/05/16 07:44:38.32,0.7,40.8420,14.1357,2.33,Revisionato
2021/05/16 07:48:5.03,0.5,40.8228,14.1318,2.10,Revisionato
2021/05/16 08:27:5.74,-0.3,40.8243,14.1320,2.63,Revisionato
2021/05/16 09:19:14.56,0.1,40.8282,14.1380,1.77,Revisionato
2021/05/16 11:36:19.66,-0.1,40.8283,14.1383,1.81,Revisionato
2021/05/16 11:57:5.53,-0.3,40.8292,14.1382,1.88,Revisionato
2021/05/17 11:55:45.71,-0.5,40.8257,14.1402,1.50,Revisionato
2021/05/18 22:32:39.38,-0.1,40.8330,14.1487,1.78,Revisionato
2021/05/19 01:00:24.66,0.1,40.8285,14.1388,1.59,Revisionato
2021/05/19 01:00:56.84,0.2,40.8290,14.1375,1.54,Revisionato
2021/05/19 02:47:21.99,1.0,40.8292,14.1302,2.67,Revisionato
2021/05/19 07:02:33.83,-0.1,40.8225,14.1450,1.46,Revisionato
2021/05/19 17:25:39.72,-0.8,40.8315,14.1402,1.07,Revisionato
2021/05/19 20:43:39.69,-0.5,40.8272,14.1380,1.14,Revisionato
2021/05/20 05:38:6.54,-0.1,40.8337,14.1240,2.25,Revisionato
2021/05/20 20:26:14.97,0.1,40.8250,14.1360,1.20,Revisionato
2021/05/21 03:39:25.54,-0.5,40.8252,14.1418,1.31,Revisionato
2021/05/21 10:46:1.27,0.1,40.8275,14.1420,1.99,Revisionato
2021/05/22 00:48:52.24,-0.1,40.8298,14.1375,1.73,Revisionato
2021/05/23 14:05:7.05,-1.0,40.8230,14.1410,1.01,Revisionato
2021/05/23 14:05:11.42,0.1,40.8240,14.1415,1.15,Revisionato
2021/05/23 20:36:35.60,-0.8,40.8315,14.1402,1.31,Revisionato
2021/05/23 20:37:11.39,-0.3,40.8322,14.1412,1.04,Revisionato
2021/05/23 20:38:8.93,0.2,40.8315,14.1427,1.15,Revisionato
2021/05/23 21:51:9.77,0.2,40.8322,14.1203,1.93,Revisionato
2021/05/23 23:25:10.73,-0.3,40.8270,14.1423,0.86,Revisionato
2021/05/24 04:01:4.43,0.5,40.8268,14.1363,2.78,Revisionato
2021/05/24 14:30:14.78,0.1,40.8228,14.1517,1.96,Revisionato
2021/05/24 20:48:11.56,-0.1,40.8302,14.1402,1.33,Revisionato
2021/05/24 20:59:8.98,-0.5,40.8305,14.1402,1.03,Revisionato
2021/05/24 21:08:35.77,0.1,40.8315,14.1415,1.05,Revisionato
2021/05/24 21:09:31.48,-0.5,40.8305,14.1402,1.15,Revisionato
2021/05/24 21:52:52.13,-0.8,40.8262,14.1465,1.04,Revisionato
2021/05/25 03:34:7.83,-0.3,40.8268,14.1432,2.23,Revisionato
2021/05/25 03:34:19.47,-0.5,40.8287,14.1402,2.14,Revisionato
2021/05/25 03:34:47.54,0.8,40.8272,14.1408,2.15,Revisionato
2021/05/25 03:34:55.67,1.0,40.8255,14.1402,2.44,Revisionato
2021/05/25 06:12:35.14,-0.3,40.8255,14.1367,2.04,Revisionato
2021/05/27 22:37:4.26,0.4,40.8185,14.1347,2.31,Revisionato
2021/05/27 22:37:35.61,0.2,40.8165,14.1357,2.15,Revisionato
2021/05/28 06:47:0.65,-0.1,40.8330,14.1310,2.55,Revisionato
2021/05/28 19:57:49.18,0.9,40.8280,14.1367,0.77,Revisionato
2021/05/28 19:59:0.82,0.2,40.8283,14.1392,1.26,Revisionato
2021/05/28 19:59:32.86,0.2,40.8292,14.1402,1.29,Revisionato
2021/05/28 23:32:13.55,-0.3,40.8125,14.1503,2.40,Revisionato
2021/05/29 14:57:4.59,-0.8,40.8252,14.1395,1.33,Revisionato
2021/05/29 20:32:20.42,0.1,40.8275,14.1370,2.40,Revisionato
2021/05/29 20:32:35.36,0.1,40.8250,14.1353,1.93,Revisionato
2021/05/29 20:36:54.35,0.1,40.8217,14.1347,1.71,Revisionato
2021/05/30 12:12:51.04,0.1,40.8253,14.1455,0.89,Revisionato
2021/05/30 12:12:55.05,-0.1,40.8262,14.1442,0.72,Revisionato
2021/05/30 23:21:51.96,-0.1,40.8273,14.1408,1.41,Revisionato
2021/05/31 21:01:7.93,0.2,40.8400,14.1372,1.02,Revisionato
2021/05/31 21:18:1.84,0.9,40.8403,14.1385,1.49,Revisionato
2021/05/31 21:19:13.58,1.2,40.8420,14.1375,1.44,Revisionato
2021/05/31 21:22:1.97,1.2,40.8420,14.1388,1.52,Revisionato
2021/05/31 21:22:14.02,1.1,40.8403,14.1350,1.16,Revisionato
2021/05/31 21:25:14.90,0.1,40.8403,14.1368,1.27,Revisionato
2021/05/31 21:25:14.90,0.7,40.8403,14.1368,1.27,Revisionato
2021/05/31 21:25:32.01,0.8,40.8427,14.1363,1.43,Revisionato
2021/05/31 21:32:8.28,1.8,40.8420,14.1350,1.37,Revisionato
2021/05/31 21:33:10.25,1.1,40.8400,14.1383,1.03,Revisionato
2021/05/31 21:35:2.61,0.6,40.8390,14.1358,1.08,Revisionato
2021/05/31 21:36:16.44,0.9,40.8398,14.1348,1.12,Revisionato
2021/05/31 21:38:9.88,1.7,40.8388,14.1373,1.55,Revisionato
2021/05/31 21:42:16.74,0.9,40.8393,14.1358,1.63,Revisionato
2021/05/31 21:45:58.27,0.9,40.8390,14.1357,1.21,Revisionato
2021/05/31 21:49:19.46,0.6,40.8432,14.1355,1.30,Revisionato
2021/05/31 21:51:3.20,0.6,40.8430,14.1362,1.34,Revisionato
2021/05/31 22:07:31.67,1.1,40.8400,14.1367,1.17,Revisionato
2021/05/31 22:18:27.93,0.5,40.8412,14.1362,1.17,Revisionato
2021/05/31 22:23:18.42,0.1,40.8420,14.1375,1.34,Revisionato
2021/06/01 01:00:22.65,0.2,40.8283,14.1402,2.12,Revisionato
2021/06/01 01:29:51.13,0.4,40.8383,14.1355,1.26,Revisionato
2021/06/01 01:31:1.34,0.2,40.8390,14.1380,1.14,Revisionato
2021/06/01 12:14:9.14,-0.5,40.8315,14.1402,1.27,Revisionato
2021/06/01 12:18:8.58,-0.8,40.8292,14.1402,0.99,Revisionato
2021/06/01 12:23:19.03,-0.3,40.8305,14.1402,1.21,Revisionato
2021/06/01 13:14:1.39,0.4,40.8123,14.1375,2.93,Revisionato
2021/06/01 18:05:28.96,0.8,40.8280,14.1438,1.82,Revisionato
2021/06/02 04:29:37.12,0.2,40.8278,14.1390,0.83,Revisionato
2021/06/02 21:59:10.81,0.1,40.8253,14.1423,1.80,Revisionato
2021/06/02 21:59:22.28,0.2,40.8250,14.1415,1.52,Revisionato
2021/06/02 21:59:37.32,-0.8,40.8237,14.1423,1.28,Revisionato
2021/06/02 23:53:24.22,0.2,40.8242,14.1423,1.54,Revisionato
2021/06/03 06:01:3.42,0.7,40.8275,14.1388,1.24,Revisionato
2021/06/03 12:47:22.06,-0.3,40.8228,14.1268,1.77,Revisionato
2021/06/04 17:28:35.72,0.1,40.8203,14.1460,1.27,Revisionato
2021/06/04 17:30:2.34,0.6,40.8245,14.1507,1.26,Revisionato
2021/06/04 18:02:25.36,0.4,40.8255,14.1468,0.97,Revisionato
2021/06/04 19:47:35.70,-0.5,40.8258,14.1405,1.67,Revisionato
2021/06/05 14:47:55.84,-0.1,40.8315,14.1355,1.64,Revisionato
2021/06/05 14:48:39.82,0.1,40.8290,14.1347,1.62,Revisionato
2021/06/05 14:54:29.16,0.1,40.8277,14.1365,1.54,Revisionato
2021/06/07 05:31:2.25,1.3,40.8027,14.0968,2.81,Revisionato
2021/06/07 16:05:4.32,-0.1,40.8310,14.1227,2.01,Revisionato
2021/06/07 23:51:40.40,-0.5,40.8253,14.1430,0.94,Revisionato
2021/06/08 00:53:36.97,0.2,40.8297,14.1275,1.71,Revisionato
2021/06/09 22:02:18.88,-0.5,40.8280,14.1412,1.23,Revisionato
2021/06/11 01:21:44.15,-0.1,40.8313,14.1457,1.73,Revisionato
2021/06/11 01:28:4.35,-0.5,40.8267,14.1435,1.92,Revisionato
2021/06/11 01:29:59.30,-0.1,40.8303,14.1435,1.93,Revisionato
2021/06/11 02:13:15.77,0.1,40.8250,14.1468,2.08,Revisionato
2021/06/11 02:18:9.68,0.8,40.8262,14.1528,2.06,Revisionato
2021/06/11 02:25:13.11,-0.3,40.8245,14.1507,2.23,Revisionato
2021/06/11 02:30:48.06,-0.5,40.8253,14.1443,1.85,Revisionato
2021/06/13 01:18:51.50,-0.5,40.8252,14.1540,1.47,Revisionato
2021/06/13 09:50:15.31,-0.1,40.8327,14.1402,0.91,Revisionato
2021/06/13 09:57:10.47,0.1,40.8302,14.1443,1.15,Revisionato
2021/06/13 14:38:43.73,0.5,40.8357,14.1425,1.56,Revisionato
2021/06/14 12:41:26.90,0.5,40.8247,14.1405,0.93,Revisionato
2021/06/15 00:57:45.93,-0.3,40.8247,14.1480,1.89,Revisionato
2021/06/16 01:46:59.20,0.4,40.8395,14.1503,1.61,Revisionato
2021/06/16 02:06:32.95,0.2,40.8397,14.1478,1.27,Revisionato
2021/06/16 02:08:27.42,0.1,40.8400,14.1517,1.96,Revisionato
2021/06/16 02:19:21.53,-0.1,40.8427,14.1450,0.90,Revisionato
2021/06/16 02:54:6.82,0.8,40.8415,14.1497,1.98,Revisionato
2021/06/16 03:18:49.14,0.5,40.8410,14.1492,1.67,Revisionato
2021/06/16 11:37:45.86,-0.5,40.8277,14.1442,1.11,Revisionato
2021/06/16 16:34:52.93,-0.5,40.8310,14.1457,1.13,Revisionato
2021/06/17 01:01:37.20,-0.8,40.8272,14.1422,1.15,Revisionato
2021/06/18 01:47:13.68,-0.3,40.8310,14.1447,1.28,Revisionato
2021/06/19 00:35:2.49,-0.5,40.8228,14.1302,1.73,Revisionato
2021/06/19 06:22:3.55,-0.3,40.8288,14.1408,2.08,Revisionato
2021/06/19 18:27:41.42,1.7,40.8263,14.1415,2.11,Revisionato
2021/06/19 18:33:21.04,-1.0,40.8275,14.1407,1.26,Revisionato
2021/06/19 21:04:15.20,-0.1,40.8247,14.1418,1.56,Revisionato
2021/06/20 05:05:59.58,-0.1,40.8260,14.1410,0.95,Revisionato
2021/06/22 01:28:49.18,0.4,40.8177,14.1235,2.39,Revisionato
2021/06/22 01:38:44.78,-0.1,40.8207,14.1237,2.43,Revisionato
2021/06/22 02:01:28.08,0.7,40.8215,14.1265,2.37,Revisionato
2021/06/22 14:58:23.69,0.1,40.8303,14.1128,2.21,Revisionato
2021/06/23 01:19:5.30,0.5,40.8287,14.1415,1.32,Revisionato
2021/06/23 02:36:27.12,0.1,40.8063,14.1975,2.81,Revisionato
2021/06/24 16:57:0.40,-0.3,40.8297,14.1358,1.50,Revisionato
2021/06/24 17:00:2.91,-0.1,40.8265,14.1402,1.81,Revisionato
2021/06/24 17:01:46.11,-0.3,40.8260,14.1402,1.68,Revisionato
2021/06/25 00:44:42.65,-0.8,40.8417,14.1417,1.91,Revisionato
2021/06/25 16:37:15.16,-0.8,40.8217,14.1440,1.57,Revisionato
2021/06/27 03:31:3.61,0.4,40.8235,14.1525,2.20,Revisionato
2021/06/27 09:14:3.93,0.6,40.8233,14.1352,1.47,Revisionato
2021/06/27 09:25:33.98,-0.1,40.8202,14.1340,1.75,Revisionato
2021/06/27 16:03:7.54,0.1,40.8260,14.1320,1.96,Revisionato
2021/06/27 22:30:29.31,0.1,40.8217,14.1432,2.07,Revisionato
2021/06/28 01:47:33.22,-0.5,40.8255,14.1402,1.91,Revisionato
2021/06/28 01:55:30.27,0.9,40.8325,14.1135,2.63,Revisionato
2021/06/28 03:30:7.13,-0.1,40.8315,14.1433,1.83,Revisionato
2021/06/28 05:26:16.18,0.4,40.8298,14.1313,1.83,Revisionato
2021/06/28 05:41:13.17,0.6,40.8208,14.1168,1.53,Revisionato
2021/06/28 06:05:21.93,1.1,40.8228,14.1203,2.53,Revisionato
2021/06/28 14:31:5.63,-0.1,40.8253,14.1313,2.63,Revisionato
2021/06/30 17:48:29.40,-0.3,40.8267,14.1408,0.67,Revisionato
2021/06/30 17:48:42.29,0.8,40.8277,14.1402,0.98,Revisionato
2021/06/30 17:48:58.97,0.2,40.8253,14.1420,0.98,Revisionato
2021/06/30 18:13:38.66,0.8,40.8285,14.1402,1.01,Revisionato
2021/07/01 07:55:27.69,0.9,40.8113,14.1177,2.31,Revisionato
2021/07/01 11:20:37.52,-0.3,40.8295,14.1412,1.19,Revisionato
2021/07/02 05:54:23.95,1.6,40.8287,14.1542,1.75,Revisionato
2021/07/02 06:16:40.65,-0.3,40.8300,14.1538,2.36,Revisionato
2021/07/02 07:43:15.50,0.4,40.8268,14.1483,2.12,Revisionato
2021/07/02 10:33:44.38,-0.3,40.8252,14.1435,2.08,Revisionato
2021/07/04 04:22:22.41,0.1,40.8243,14.1417,0.60,Revisionato
2021/07/04 04:24:33.85,-0.5,40.8228,14.1433,0.89,Revisionato
2021/07/05 10:38:47.17,-0.5,40.8250,14.1415,1.05,Revisionato
2021/07/05 10:39:8.12,0.7,40.8248,14.1435,0.62,Revisionato
2021/07/05 10:40:25.18,-0.3,40.8248,14.1450,0.85,Revisionato
2021/07/06 05:47:59.27,0.4,40.8310,14.1422,1.42,Revisionato
2021/07/07 23:31:53.01,0.4,40.8412,14.1343,1.38,Revisionato
2021/07/09 00:28:49.34,-0.5,40.8292,14.1427,0.89,Revisionato
2021/07/09 00:40:38.60,0.8,40.8147,14.1327,0.97,Revisionato
2021/07/09 02:40:41.13,0.4,40.8183,14.1273,0.49,Revisionato
2021/07/09 03:28:21.27,1.2,40.8308,14.1367,2.14,Revisionato
2021/07/09 15:32:10.88,-0.1,40.8265,14.1422,1.74,Revisionato
2021/07/09 18:29:22.99,0.2,40.8280,14.1452,1.41,Revisionato
2021/07/10 02:07:52.69,-0.5,40.8287,14.1410,1.61,Revisionato
2021/07/10 15:45:59.62,-0.5,40.8288,14.1383,1.70,Revisionato
2021/07/10 18:40:50.14,-0.1,40.8240,14.1458,1.43,Revisionato
2021/07/10 19:25:40.88,0.1,40.8257,14.1437,1.59,Revisionato
2021/07/12 02:46:52.65,0.4,40.8230,14.1450,0.72,Revisionato
2021/07/13 08:32:39.35,-0.3,40.8220,14.1460,0.54,Revisionato
2021/07/13 08:59:3.76,-0.5,40.8235,14.1460,0.81,Revisionato
2021/07/14 15:22:14.90,-0.8,40.8315,14.1413,0.75,Revisionato
2021/07/15 13:36:23.63,-0.3,40.8188,14.1115,1.90,Revisionato
2021/07/16 05:01:39.81,-0.3,40.8275,14.1380,1.32,Revisionato
2021/07/16 09:46:46.09,0.6,40.8357,14.1198,1.56,Revisionato
2021/07/16 14:10:6.44,0.1,40.8315,14.1282,2.20,Revisionato
2021/07/16 14:10:20.73,1.7,40.8357,14.1222,2.34,Revisionato
2021/07/16 22:45:1.39,-0.1,40.8282,14.1355,1.24,Revisionato
2021/07/17 00:34:2.74,-0.1,40.8315,14.1417,1.41,Revisionato
2021/07/17 18:53:39.45,0.1,40.8283,14.1402,2.15,Revisionato
2021/07/17 21:40:34.21,0.1,40.8288,14.1363,2.35,Revisionato
2021/07/18 17:17:29.15,-0.1,40.8343,14.1377,1.85,Revisionato
2021/07/18 17:17:57.78,-0.3,40.8345,14.1415,1.95,Revisionato
2021/07/18 23:19:35.55,-0.5,40.8315,14.1420,1.32,Revisionato
2021/07/20 02:06:50.64,-0.1,40.8135,14.1502,2.77,Revisionato
2021/07/21 03:55:35.71,-0.1,40.8292,14.1463,2.14,Revisionato
2021/07/21 04:54:31.56,0.5,40.8073,14.1505,2.05,Revisionato
2021/07/21 14:29:47.17,-0.1,40.8255,14.1367,1.59,Revisionato
2021/07/21 14:55:44.69,0.9,40.8260,14.1340,1.39,Revisionato
2021/07/21 15:03:59.41,0.2,40.8253,14.1365,2.09,Revisionato
2021/07/21 15:32:41.63,0.9,40.8265,14.1363,1.69,Revisionato
2021/07/21 20:39:49.99,-0.5,40.8265,14.1403,1.49,Revisionato
2021/07/21 21:01:24.61,0.1,40.8275,14.1447,1.77,Revisionato
2021/07/22 08:31:57.04,0.1,40.8423,14.1418,2.01,Revisionato
2021/07/23 03:06:24.50,-0.3,40.8378,14.1377,1.72,Revisionato
